Sourceid,Targetid,Weights
0,7,538311.3379420165
0,41,193880.6538542925
0,45,14078.443520000008
0,137,541.8603990098248
0,138,26397.376512000006
0,159,318731.2
0,181,191328.94168
0,184,37504.84623360001
0,226,3997.5370512334857
0,237,114636.0
0,253,5462.884351999999
0,265,12297.657384960004
0,267,5058.305228800001
0,270,40421.22960677709
0,283,70983.0
0,288,47.24514006939727
0,293,896.0
0,299,297110.0
0,306,793.5231999999984
0,309,17206.0
0,321,17920.999999999985
0,324,31132.30054457343
0,348,4948.1022876360275
0,352,1307.5742976000056
0,353,6553.6
0,363,14979.36
0,366,13780.012799999997
0,373,5215.647999999998
0,380,1976.2380800000003
0,409,149.47280037475258
0,422,592.464896000001
0,431,566.0799999999996
0,441,795.7504
0,445,480.32896
0,449,3199.6527779840007
0,454,43.0
0,460,10207.359999999995
0,462,145.0
0,474,11256.892080128004
0,479,10304.3072
0,482,3051.4000000000015
0,492,57393.84
0,501,1516.5654293511998
0,511,6892.640000000003
0,528,111052.0
0,530,10045.0
0,540,6997.12
0,547,10267.0
0,553,1996.5999999999997
0,556,16235.0
0,560,44002.0
0,579,13187.7488
0,597,549.8000000000002
0,600,9395.894272
0,605,1564.4799999999998
0,621,20168.0
0,627,719.4070220800004
0,696,15005.928
0,697,35405.0
0,702,1.6
0,706,879.5648
0,721,4721.280000000001
0,724,2684.5999999999985
0,725,6651.0
0,735,143.19616000000005
0,743,4396.843560278099
0,744,768.7167999999997
0,752,949.3999999999996
0,757,8753.399999999998
0,758,6873.4
0,767,3859.84
0,777,1380.6469120000002
0,779,669.5935999999998
0,781,2528.4608000000003
0,801,8810.528
0,832,207.3199999999999
0,847,1632.64
0,871,2019.52
0,875,2117.199999999999
0,884,4663.199999999999
0,889,49231.0
0,893,64.58367999999999
0,894,1137.8360320000008
0,914,1125.1712
0,915,2641.945599999999
0,962,39.68532479999995
0,989,15.0
0,1014,1195.343085568
0,1022,1927.5698176000003
0,1023,973.5241931772656
0,1032,30540.997312
0,1042,4094.4
0,1063,19793.664000000004
0,1132,46.07999999999884
0,1143,949.0
0,1150,4981.063680000001
0,1153,13.631488
0,1156,9180.544000000002
0,1168,88.79999999999981
0,1177,689.7663999999996
0,1200,3320.0
0,1228,3071.6000000000004
0,1236,6556.160000000001
0,1240,135.11679999999996
0,1249,1138.4
0,1257,2776.9227666044485
0,1281,218.72640000000007
0,1288,4826.252224
0,1293,7671.0
0,1310,14807.731200000002
0,1313,1532.4799999999989
0,1315,3117.5999999999985
0,1316,885.1999999999998
0,1326,8597.57696
0,1336,849.2399999999998
0,1353,1580.0
0,1367,338.304
0,1389,635.0
0,1430,2625.730969600001
0,1437,1727.0399999999995
0,1449,671.8000000000002
0,1456,2094.592
0,1477,5646.400000000001
0,1504,17190.4
0,1512,2303.431999999999
0,1544,3425.0
0,1633,1318.0
0,1657,6608.5498224640005
0,1755,35.839999999999996
0,1757,7870.176
0,1763,11029.8957212672
0,1770,118.4
0,1772,433.2847104
0,1783,1207.0
0,1793,147.456
0,1816,1075.2
0,1822,1148.6727372799994
0,1833,468.25472
0,1853,932.3511808
0,1885,1420.8000000000002
0,1914,8192.0
0,1919,1347.0
0,1922,12818.0
0,1932,4661.0
0,1943,642.0120274673548
0,1944,16646.383039999997
0,1947,20.0
0,1948,7355.392
0,1968,355.8399999999977
0,1972,5339.136
0,1980,3777.0
0,1991,14021.0
0,1992,7135.295999999999
0,2040,10994.56
0,2052,5578.56
0,2054,1491.29216
0,2063,205.6959999999999
0,2065,439.9999999999998
0,2066,1030.88
0,2067,6066.88
0,2101,392.5868544000001
0,2124,6509.8399999999965
0,2145,1577.1648
0,2163,217.19999999999985
0,2180,94.64618103603205
0,2234,2532.16
0,2251,3486.7200000000007
0,2253,6079.289792
0,2255,5.759999999999998
0,2283,1875.3999999999996
0,2296,2734.0
0,2300,3335.0080000000003
0,2356,7660.0
0,2362,1461.8000000000002
0,2413,1609.8099200000006
0,2490,1520.8709142842454
0,2496,935.24827267072
0,2534,539.5552665600004
0,2545,1526.1999999999998
0,2547,312.5760000000001
0,2583,1966.0800000000004
0,2586,537.5999999999999
0,2592,693.7600000000001
0,2596,288.0768
0,2622,3120.0
0,2644,1280.0
0,2650,2240.0
0,2665,478.0
0,2675,1958.0
0,2678,1012.224
0,2709,6472.8
0,2729,907.904
0,2802,1953.0
0,2803,396.0012799999999
0,2824,5117.799999999999
0,2831,60.6601216
0,2853,471.0400000000001
0,2911,4909.5803288576
0,2923,31.200000000000003
0,2925,7880.492800000001
0,2937,523.2424959999998
0,2951,163.27182545895562
0,2957,4.0
0,3008,83.88608000000004
0,3036,489.984
0,3042,570.5931161600002
0,3101,2601.0
0,3164,2275.0
0,3191,3169.6000000000004
0,3199,117.9648
0,3218,660.6520320000004
0,3241,388.8
0,3262,3850.24
0,3288,1125.0
0,3291,261.42719999999997
0,3305,5947.0
0,3309,5446.0
0,3336,1153.4336
0,3347,893.44
0,3357,75281.49540864
0,3359,747.0
0,3375,5916.0
0,3432,1318.8300800000002
0,3451,4899.799999999999
0,3489,1741.5839999999998
0,3505,684.0
0,3586,2913.0
0,3610,93.184
0,3723,498.98845952
0,3724,83.88608000000004
0,3767,200.192
0,3875,152.96
0,3877,25.0
0,3889,336.51739852800006
0,3890,882.4835022848
0,3902,2048.0
0,4024,410.24000000000007
0,4073,252.8
0,4122,96.39423999999995
0,4143,5087.88832
0,4184,876.8000000000001
0,4208,48.64461542629837
0,4260,1673.062270976
0,4263,640.0
0,4325,4776.7552000000005
0,4350,89.28000000000003
0,4508,745.7040199318047
0,4528,5791.184
1,88,76208.90326118618
1,219,4266.400000000001
1,307,144365.512384
1,327,7680.0
1,395,153051.67819955782
1,409,800.0
1,431,1381.2367360000003
1,486,4820.0
1,489,4966.272000000001
1,516,1469.0
1,532,5099.799999999999
1,534,11860.72
1,550,29267.2
1,566,8760.64
1,579,3075.2512
1,593,8901.0
1,600,11492.739328
1,629,14710.0
1,632,24753.152
1,654,18000.0
1,669,823.3779200000004
1,726,969.1199999999998
1,729,51371.0
1,735,657.6
1,743,14899.4574609059
1,752,153.08799999999994
1,777,4568.383488000001
1,785,20858.0
1,801,2869.2160000000003
1,819,47100.8
1,831,440.2803507200001
1,864,78049.0
1,875,341.1312639999994
1,880,1478.9671213311458
1,893,137.76537600000003
1,924,2740.5516800000005
1,981,26806.496
1,1022,6175.7313024
1,1023,2520.285830758734
1,1032,4902.002688
1,1034,5000.0
1,1063,16523.823999999993
1,1072,2011.7999999999993
1,1127,1418.88
1,1142,300.0
1,1147,20046.64320000001
1,1168,77.29444863999925
1,1185,855.5724800000003
1,1226,419.43040000000013
1,1240,537.4607360000001
1,1269,2469.2156723200005
1,1291,372.0960000000001
1,1304,32.67362816000004
1,1394,8499.800000000003
1,1424,1012.96
1,1449,570.5599999999998
1,1462,301.6
1,1520,1793.5967999999991
1,1552,6780.2880000000005
1,1601,5046.400000000001
1,1634,179.27511253975064
1,1707,3079.8479360000006
1,1733,27179.88
1,1789,2178.0
1,1820,953.7791999999998
1,1821,4394.08
1,1822,6572.719999999999
1,1832,469.2377600000001
1,1890,10.9051904
1,1943,3258.7999999999993
1,1944,5528.616960000002
1,2004,1179.2
1,2066,566.1440000000002
1,2122,7289.160000000001
1,2143,2040.8
1,2253,2335.246950400001
