Sourceid,Targetid,Weights
0,7,220492.32402105007
0,12,80628.7881277446
0,45,5766.530465792007
0,121,3276.8
0,137,221.94601943442427
0,159,130552.29952
0,169,2951.3094145013292
0,170,14148.799999999988
0,181,78368.33451212801
0,183,197156.83957488555
0,184,15361.985017282566
0,187,24955.918080000003
0,237,46954.90560000001
0,253,60572.61793280001
0,256,55287.205119999984
0,279,392057.6
0,283,29074.636800000004
0,288,19.35160937242513
0,299,121696.256
0,306,325.02710271999945
0,308,114796.2
0,324,12751.79030305728
0,336,293.8880000000001
0,345,2977.1200000000013
0,348,2026.742697015717
0,353,2684.354560000001
0,363,6135.545856000001
0,366,5644.2932428799995
0,422,5162.7008000000005
0,454,17.6128
0,475,8020.914815999997
0,484,371.2
0,486,4632.0
0,527,26595.0
0,562,46049.280000000006
0,596,4202.945124761601
0,600,3848.5582938112007
0,605,130.16104960000004
0,621,8260.8128
0,629,14005.0
0,633,12300.0
0,669,63.039999999999424
0,685,34260.119999999995
0,721,2279.3562880000004
0,723,1019.5584000000003
0,724,1099.6121599999994
0,725,10092.160000000002
0,726,8484.91000123392
0,735,58.65314713600003
0,743,57557.64
0,752,5372.971084799998
0,757,3585.39264
0,761,229.18399999999968
0,779,9794.6
0,786,25547.831633920003
0,789,3600.01152
0,796,14057.0
0,801,3608.792268800001
0,817,11.2
0,839,353.99999999999955
0,849,49232.2
0,852,1994.480158818837
0,864,2645.504000000004
0,866,2344.0
0,875,867.2051199999999
0,877,3001.0
0,889,15418.342399999998
0,893,26.453475328000003
0,894,466.0576387072005
0,909,6382.400000000001
0,911,1076.4
0,913,52876.0
0,914,460.8701235200001
0,915,3226.6590822400003
0,947,5089.199999999999
0,965,4088.3199999999983
0,972,4171.839999999999
0,980,20543.36
0,988,2.048000000000466
0,999,911.6160000000002
0,1018,2.1759999999997675
0,1022,5645.052597288959
0,1027,480.0
0,1039,3568.896
0,1072,4451.84
0,1073,82.24376012800003
0,1147,5367.4
0,1152,1724.928
0,1153,5.5834574848
0,1168,36.37247999999993
0,1184,2809.0
0,1231,12781.441525043248
0,1235,560.6876446719999
0,1242,3584.0
0,1255,512.4000000000001
0,1281,89.59033344000004
0,1288,381.0559999999998
0,1290,20339.0
0,1305,2455.2000000000003
0,1365,1408.1999999999998
0,1367,1335.2283135999994
0,1384,31895.6
0,1401,555.7759999999998
0,1404,365.948928
0,1410,1793.3138227200006
0,1420,826.19904
0,1440,23516.90118400001
0,1442,4606.0
0,1473,8949.980733440001
0,1488,6680.0
0,1494,448.7999999999997
0,1503,5246.1227008
0,1526,660.48
0,1545,2301.3375656853495
0,1590,2617.6000000000004
0,1595,4510.0
0,1599,13875.834043059587
0,1611,1529.3829001543677
0,1620,35483.0
0,1662,540.1600000000003
0,1713,14308.399999999998
0,1717,594.574336
0,1733,12903.6416
0,1755,14.680064
0,1757,5880.824089600001
0,1758,1312.0
0,1769,290.40000000000003
0,1783,336.0
0,1816,440.4019200000002
0,1825,377.34399999999994
0,1835,15704.0
0,1860,223.10399999999996
0,1874,10.0
0,1908,27580.0
0,1922,3240.3999999999996
0,1942,6400.0
0,1943,7306.8491791493725
0,1980,1547.0592000000004
0,1991,9759.0
0,1994,17033.474560000006
0,2011,1564.4799999999998
0,2052,1231.0306815999993
0,2064,1020.0
0,2066,2386.95465467904
0,2084,954.0
0,2101,160.8035755622401
0,2110,24010.8464
0,2122,2922.3887999999997
0,2153,2107.7132247040004
0,2255,8.456972288000003
0,2263,20.684799999999996
0,2413,659.3781432320004
0,2414,562.6000000000004
0,2444,8098.304
0,2445,6239.68
0,2490,622.9487264908271
0,2493,8243.2
0,2534,720.1999999999998
0,2543,7449.333760000001
0,2547,128.03112960000007
0,2570,12732.8
0,2586,3019.0
0,2592,2066.6292527103997
0,2650,917.504
0,2669,40.96000000000001
0,2671,1825.0
0,2690,15.974659071999923
0,2698,224.54849279999996
0,2729,371.8774784000001
0,2770,2084.7839999999997
0,2818,2447.36
0,2846,6426.0
0,2867,53.657599999999995
0,2896,4823.9908608
0,2911,2010.9641027000737
0,2916,599.9999999999995
0,2925,10549.0
0,2973,210.4
0,2984,800.0
0,2988,7185.734400000001
0,3101,10744.6
0,3124,7438.336
0,3130,502.84288
0,3288,460.8
0,3369,10280.0
0,3375,8541.0
0,3451,2006.9580800000003
0,3459,2379.2639999999997
0,3484,2981.0
0,3728,480.0
0,3773,530.7999999999986
0,3784,1400.0
0,3860,159.0
0,3875,62.65241600000001
0,3884,501.5999999999999
0,3968,2779.0
0,3989,363.0
0,4012,2500.0
0,4073,384.0
0,4084,1946.9097432573535
0,4091,440.0
0,4105,400.0
0,4143,2083.999055872001
0,4181,1032.0
0,4208,19.924834478611817
0,4322,4780.218112000002
0,4448,25.6
0,4474,407.0
0,4528,2372.0689664000006
1,219,1747.5174400000008
1,272,3690.6049535999914
1,409,327.68000000000006
1,424,434.4831999999998
1,501,2296.852480000001
1,516,135.5776
1,540,18297.6
1,547,6990.336
1,550,11987.84512
1,654,7372.8
1,669,337.2555960320002
1,687,4105.199999999999
1,757,7332.799999999996
1,758,676.9600000000006
1,801,1175.230873600001
1,831,1206.3101037445117
1,864,31968.870400000003
1,875,139.7273657343998
1,880,605.7849328972374
1,924,1122.5299681280003
1,988,7223.047680000001
1,989,13541.279066488833
1,992,1376.0839680000004
1,1032,2007.8603010048
1,1034,2048.0
1,1132,15840.640000000005
1,1142,122.88000000000002
1,1185,350.4424878080002
1,1227,9100.288
1,1269,1011.3907393822724
1,1503,1624.883200000001
1,1634,73.43108609628189
1,1707,1261.5057145856008
1,1820,390.66796032
1,1832,192.1997864960001
1,1883,4761.346879999999
1,1890,4.466765987840001
1,1922,2413.5679999999993
1,1943,1334.8044799999998
1,1944,2264.5215068160014
1,2066,231.89258240000015
1,2080,96.32
1,2280,1565.9008
1,2366,91.64800000000002
1,2490,284.31872824442894
1,2803,7556.0
1,2932,622.526464
1,3038,1944.8031346688008
1,3104,460.0
1,3134,25.74254079999996
1,3357,936.0279926210568
1,3368,925.0
1,3530,32.65549534494724
1,3912,1172.6902596311452
1,4236,95.95817984000202
2,165,5384.774699648478
2,174,14165.842329600004
2,267,3380.6090240000008
2,270,12477.123048744106
2,272,76406.68605440001
2,273,108.1957626675198
2,286,2037.0879999999977
2,321,114837.61278926847
2,348,3399.6800000000003
2,352,20734.08
2,381,182755.0
2,392,102199.6456
2,421,5504.062848
2,424,2573.966098432
2,425,1182.923776
2,475,9381.085184000003
2,511,1068.0
2,551,1400.1217575321607
2,620,1495.405968498848
2,781,4741.760000000001
2,849,33831.21664
2,860,4.604752012771325
2,947,14152.8
2,1115,3000.0128000000004
2,1126,59819.0
2,1133,5219.199999999997
2,1169,2657.0752000000007
2,1254,2799.6160000000004
2,1255,481.664
2,1262,4847.5999999999985
2,1269,191.2803426304
2,1275,10508.894143999998
2,1289,2834.5344
2,1294,452.48934790823944
2,1312,5738.335078400003
2,1314,135.0041599999998
2,1334,5620.199999999997
2,1353,1705.3836884919813
2,1393,542.3738388480001
2,1410,1431.0399999999995
2,1420,36.56195768319996
2,1449,3866.0
2,1520,2402.0101120000004
