Sourceid,Targetid,Weights
0,7,72250.92473521769
0,45,1889.5767030307252
0,92,384.0
0,126,52105.5182
0,159,42779.3775067136
0,170,3912.015096250894
0,185,78076.004224
0,192,131146.0
0,207,189278.71650146393
0,217,46479.5726144
0,237,15386.183467008008
0,251,8541.944587331525
0,253,27115.800000000003
0,256,16101.759999999998
0,265,69097.0
0,270,97247.19160049406
0,280,139274.464
0,284,29706.88
0,299,18433.146879999997
0,306,3613.2030647416927
0,309,421.7600000000006
0,324,4178.506646505811
0,331,337009.97586914874
0,335,140000.0
0,337,2719.6620800000005
0,357,83990.632192
0,375,47755.283663359995
0,379,18084.079405633547
0,381,120243.0
0,386,16607.4
0,387,4007.2
0,392,79913.19846
0,403,17258.105538265678
0,427,2812.0
0,431,1028.5999999999997
0,438,652.2880000000001
0,441,25552.7168
0,457,29601.600769840003
0,479,89609.6
0,482,6445.0
0,484,121.634816
0,490,25444.909056000004
0,495,4754.800000000003
0,513,5126.400000000001
0,527,35192.39497108607
0,547,4905.6
0,549,93744.0
0,596,1988.2738569997184
0,605,722.4492032
0,628,9379.446552006606
0,633,3601.024000000001
0,659,15503.0
0,670,21793.0
0,696,3833.0
0,706,3225.7041436559284
0,721,846.6480515481599
0,726,4885.014396997655
0,732,32969.48
0,735,796.8000000000001
0,737,3840.0
0,751,11071.54035585068
0,752,4865.0
0,778,16009.0
0,779,7842.0
0,807,195.0
0,839,115.99871999999988
0,850,75345.0
0,852,653.5512584417568
0,860,264.0
0,866,827.0
0,878,38582.0
0,888,13777.0
0,895,23410.0
0,914,1088.4870427377666
0,915,1173.1199999999997
0,938,6280.960000000001
0,972,1367.0285312000003
0,975,3394.2987180144105
0,984,8589.0
0,988,33535.0
0,993,47421.05600000001
0,994,24936.0
0,1018,28.479999999999997
0,1021,8805.0
0,1022,4028.543999999998
0,1039,561.28
0,1050,632.7910400000001
0,1067,60401.0
0,1075,10000.0
0,1080,4800.0
0,1112,116790.0
0,1132,59931.0
0,1144,5276.0
0,1169,7865.6
0,1197,7.119999999999891
0,1218,293.0643398172239
0,1224,3800.0
0,1230,5475.0
0,1231,4188.222758926172
0,1243,3858.6034175999994
0,1281,13884.0
0,1290,43154.0
0,1314,4167.0
0,1333,12500.0
0,1353,2505.1985920000006
0,1355,2630.192332800001
0,1384,10451.550208
0,1402,6056.960000000001
0,1419,10511.0
0,1430,4000.0
0,1448,19364.8
0,1462,9230.2945408
0,1477,17969.600000000002
0,1495,1768.0
0,1503,4147.4
0,1504,31949.0
0,1523,620.8000000000001
0,1529,8500.0
0,1595,905.4399999999988
0,1599,4456.0
0,1607,3705.0
0,1608,889.7280000000003
0,1615,54.0
0,1694,3506.0
0,1712,2193.0
0,1717,2388.0
0,1732,5500.0
0,1733,6225.919999999998
0,1755,4.810363371520001
0,1757,3498.7949565214712
0,1763,17315.96
0,1797,36900.0
0,1814,3576.3039999999996
0,1817,1320.0
0,1826,933.3974110516032
0,1833,3462.740479999999
0,1835,2802.6879999999996
0,1853,5709.748864602335
0,1865,7281.0
0,1889,9000.0
0,1906,20997.0
0,1922,12600.0
0,1929,2444.8
0,1932,22435.0
0,1943,3760.7999999999993
0,1968,1438.4
0,1975,1718.0
0,1976,49987.0
0,2013,2610.0
0,2040,6049.479999999998
0,2042,7130.0
0,2051,6817.6
0,2066,17552.0
0,2072,673.8399999999992
0,2080,53.04320000000007
0,2130,1187.1999999999998
0,2173,1869.0
0,2178,11643.0
0,2226,76640.0
0,2234,712.8108236799999
0,2255,2.7711806793318416
0,2256,4114.4
0,2263,163.20000000000002
0,2326,3000.0
0,2349,183.09120000000004
0,2352,7102.0
0,2372,4881.200000000001
0,2383,9970.4
0,2413,9411.696542688873
0,2428,7600.0
0,2469,3512.0
0,2490,2024.4621645034856
0,2501,13467.0
0,2523,7518.72
0,2534,5346.0
0,2536,1040.0
0,2548,936.0
0,2589,500.0
0,2598,2500.0
0,2617,985.0
0,2638,8799.2
0,2650,4500.0
0,2665,242.1999999999989
0,2680,14610.0
0,2691,44.8
0,2696,38811.0
0,2720,4675.5999999999985
0,2729,1506.5191878778878
0,2735,5660.0
0,2752,4622.0
0,2769,75.753187422208
0,2770,5484.0
0,2844,254.4
0,2848,10868.0
0,2881,9300.48
0,2923,158.4
0,2925,2743.7999999999993
0,3004,75.0
0,3014,625.0
0,3022,900.0
0,3065,890.4000000000001
0,3115,1600.0
0,3148,17236.0
0,3180,2473.0
0,3186,1018.1999999999998
0,3189,449.6
0,3231,2078.0
0,3262,7383.0
0,3265,1567.0
0,3268,313.1999999999998
0,3305,3579.2000000000003
0,3316,3220.0
0,3321,680.8000000000001
0,3324,2684.4400000000005
0,3357,58560.674347377935
0,3386,3144.0
0,3408,515.1999999999998
0,3411,1900.0
0,3412,1095.2
0,3422,739.0
0,3435,191.0
0,3497,4110.0
0,3512,655.0
0,3539,793.1999999999999
0,3548,2500.0
0,3555,2185.0
0,3609,7877.68
0,3636,1160.0
0,3650,10.825482240000005
0,3656,28894.680000000004
0,3689,5775.0
0,3711,1390.1999999999998
0,3717,1842.0
0,3749,950.0
0,3751,560.0
0,3761,2906.0
0,3773,240.79999999999995
0,3774,20415.219213365417
0,3793,1625.6
0,3803,2807.0
0,3844,425.0
0,3860,2908.72
0,3867,31135.982400000004
0,3888,3976.0
0,3904,1384.8000000000002
0,3968,1914.89568
0,3997,2400.0
0,4002,9183.0
0,4012,1000.0
0,4028,37.0
0,4046,2325.0
0,4047,2500.0
0,4066,3129.0
0,4075,1280.0
0,4078,7759.24
0,4084,28193.343813470583
0,4133,4211.0
0,4143,682.8848106281375
0,4157,612.0
0,4158,2107.0
0,4188,300.0
0,4208,833.6
0,4324,83.2
0,4385,12673.800000000005
0,4465,100.95999999999994
0,4505,210.0
1,272,1209.3374311956456
1,277,1053214.680882815
1,550,4980.332095078403
1,581,27123.77609064284
1,770,2037.0938972091365
1,774,5000.0
1,789,11529.0
1,909,26806.0
1,1197,421.9575992320001
1,1427,4447.761122119481
1,1490,1920.0
1,1646,5349.0
1,1707,413.37019255540974
1,1880,219.0
1,1908,774.5999999999985
1,1918,50497.0
1,2300,4500.4800000000005
1,2363,7800.0
1,2945,4900.0
1,2987,1525.0
1,3321,20460.931776392725
1,3357,306.717652622068
1,3459,187.19999999999985
1,3562,23328.96000000001
1,3695,41.0
1,3736,279.0
1,3981,288.0
1,4236,31.443576369971876
1,4238,3451.6
2,115,205718.9684705791
2,303,10350.45714424102
2,304,4583.7432832
2,450,75000.0
2,454,122061.0
2,474,41168.885760000005
2,475,3073.993993093122
2,551,458.7918975081385
2,555,4096.0
2,598,45000.0
2,629,19128.0
2,690,72256.0
2,725,29559.0
2,744,41606.0
2,820,12568.715853824004
2,830,5000.0
2,892,67671.55200000001
