Sourceid,Targetid,Weights
0,7,176393.85921684006
0,12,64503.03050219568
0,45,4613.2243726336055
0,47,47096.0
0,121,2621.4400000000005
0,159,104441.839616
0,169,2361.0475316010634
0,181,62694.66760970242
0,183,157725.47165990845
0,184,12289.588013826056
0,187,19964.734464000005
0,207,493141.43692800007
0,237,37563.92448000001
0,256,44229.76409599999
0,267,15177.537457373186
0,279,313646.08
0,280,39812.28
0,283,23259.70944000001
0,286,23918.0
0,288,15.481287497940103
0,299,45002.79999999999
0,306,260.02168217599956
0,324,10201.432242445824
0,337,6639.799999999999
0,345,2381.6960000000013
0,353,2147.483648000001
0,363,4908.436684800001
0,375,26255.19999999999
0,392,11084.725219999991
0,395,132.63299939999888
0,412,92586.0
0,422,4130.160640000001
0,454,14.09024
0,484,296.96
0,486,3705.6
0,490,62121.36
0,501,5195.0
0,527,41128.0
0,531,9252.430399999996
0,595,33312.0
0,596,3362.3560998092807
0,597,303.0
0,600,3078.8466350489607
0,621,6608.65024
0,629,11204.0
0,633,9840.0
0,669,50.43199999999954
0,677,27179.0
0,685,27408.096
0,696,10660.0
0,706,57.16761802751989
0,721,264.8000000000002
0,723,815.6467200000003
0,724,2178.800000000001
0,725,8073.728000000002
0,726,6787.928000987136
0,735,46.92251770880003
0,757,2868.314112
0,761,183.34719999999976
0,777,32497.0
0,779,7835.68
0,786,20438.265307136004
0,789,2880.0092160000004
0,796,14652.0
0,801,2887.0338150400007
0,817,8.959999999999999
0,826,5848.7087999999985
0,839,283.19999999999965
0,849,39385.76
0,852,1595.5841270550698
0,864,2116.4032000000034
0,866,1875.2
0,875,693.7640959999999
0,877,662.1999999999998
0,889,12334.67392
0,893,21.162780262400005
0,894,372.8461109657604
0,895,20689.35168
0,909,2818.0
0,911,861.1200000000001
0,914,2657.439069184
0,940,39501.0
0,965,3270.655999999999
0,972,3337.472
0,980,16434.688000000002
0,999,729.2928000000002
0,1050,267.5999999999999
0,1072,3561.472
0,1073,65.79500810240003
0,1144,5313.0
0,1147,4293.92
0,1151,26260.0
0,1153,4.466765987840001
0,1231,10225.1532200346
0,1235,448.5501157376
0,1240,597.5999999999999
0,1255,409.9200000000001
0,1270,5477.0
0,1288,304.84479999999985
0,1290,16271.2
0,1355,6421.368
0,1365,1126.56
